title,rating,price,speed,modules,price_per_gb,color,first_word_latency,cas_latency
Kingston Blu Red 16 GB,4.0,None,DDR3-1600,2 x 8GB,None,None,12.5 ns,10
Kingston Blu Red 8 GB,4.0,None,DDR3-1600,2 x 4GB,None,None,11.25 ns,9
Kingston Blu Red 8 GB,5.0,None,DDR3-1333,2 x 4GB,None,Red / Silver,13.503 ns,9
Kingston KHX16C9K2/16X 16 GB,4.0,None,DDR3-1600,2 x 8GB,None,Blue / Silver,11.25 ns,9
Mushkin Redline 16 GB,None,None,DDR3-2400,4 x 4GB,None,None,8.333 ns,10
Mushkin Redline 8 GB,4.0,None,DDR3-2400,2 x 4GB,None,None,8.333 ns,10
GeIL EVO Leggara 32 GB,None,None,DDR3-1333,4 x 8GB,None,Black / Green,13.503 ns,9
Mushkin Essentials 8 GB,None,None,DDR3-1333,2 x 4GB,None,Green,13.503 ns,9
Mushkin Essentials 16 GB,None,None,DDR3-1333,2 x 8GB,None,Green,13.503 ns,9
AMD Entertainment Edition 8 GB,None,None,DDR3-1333,1 x 8GB,None,Black / Red,13.503 ns,9
Kingston KVR13S9K2/16 16 GB,None,None,DDR3-1333,2 x 8GB,None,Green,13.503 ns,9
Mushkin Silverline 8 GB,5.0,$29.88,DDR3-1600,1 x 8GB,$3.735,Gray / Silver,13.75 ns,11
Mushkin Silverline 32 GB,None,None,DDR3-1600,4 x 8GB,None,Gray / Silver,13.75 ns,11
Crucial CT25664BC1067T 2 GB,None,None,DDR3-1066,1 x 2GB,None,Green,13.133 ns,7
Lexar CT2KIT51264BC160B 8 GB,None,None,DDR3-1600,2 x 4GB,None,None,13.75 ns,11
Crucial CT2KIT51264BC160B 8 GB,None,None,DDR3-1600,2 x 4GB,None,Green,13.75 ns,11
AMD Entertainment Edition 16 GB,5.0,None,DDR3-1333,2 x 8GB,None,Black / Red,13.503 ns,9
Kingston KHX16C9K4/32X 32 GB,None,None,DDR3-1600,4 x 8GB,None,Blue / Silver,11.25 ns,9
Kingston Blu Red 2 GB,None,None,DDR3-1333,1 x 2GB,None,Red / Silver,13.503 ns,9
Kingston Blu Red 2 GB,None,None,DDR3-1600,1 x 2GB,None,Red / Silver,11.25 ns,9
GeIL EVO Leggara 16 GB,None,None,DDR3-1866,2 x 8GB,None,Black / Green,9.646 ns,9
Kingston XMP Blu Red 16 GB,5.0,None,DDR3-1600,2 x 8GB,None,Red / Silver,12.5 ns,10
Kingston Predator 16 GB,None,None,DDR3-2133,2 x 8GB,None,Black / Blue,10.314 ns,11
Patriot Viper 3 32 GB,None,None,DDR3-1600,4 x 8GB,None,Black / Red,12.5 ns,10
Patriot Viper 3 16 GB,4.0,None,DDR3-1600,4 x 4GB,None,Black / Red,11.25 ns,9
Patriot Viper 3 16 GB,4.5,None,DDR3-1866,2 x 8GB,None,Black / Red,10.718 ns,10
Patriot Viper 3 16 GB,5.0,None,DDR3-1600,2 x 8GB,None,Black / Red,11.25 ns,9
Patriot Viper 3 16 GB,5.0,None,DDR3-1600,2 x 8GB,None,Black / Red,12.5 ns,10
Patriot Viper 3 8 GB,4.5,$74.11,DDR3-1866,2 x 4GB,$9.264,None,9.646 ns,9
Patriot Viper 3 8 GB,5.0,None,DDR3-1600,2 x 4GB,None,Black / Red,11.25 ns,9
Corsair CMV8GX3M2A1600C11 8 GB,4.0,$52.98,DDR3-1600,2 x 4GB,$6.622,Green,13.75 ns,11
Patriot Viper 3 16 GB,None,None,DDR3-2133,4 x 4GB,None,Black / Red,10.314 ns,11
Patriot Viper 3 8 GB,None,None,DDR3-2133,2 x 4GB,None,Black / Red,10.314 ns,11
Kingston KVR1333D3S8N9HK3/6G 6 GB,None,Out of stock$59.99,DDR3-1333,3 x 2GB,None,Green,13.503 ns,9
GeIL EVO VELOCE 32 GB,None,None,DDR3-1600,4 x 8GB,None,Red / Silver,11.25 ns,9
Kingston KVR16S11K2/16 16 GB,None,$84.98,DDR3-1600,2 x 8GB,$5.311,Green,13.75 ns,11
Pareema MD316C81611S2 8 GB,None,None,DDR3-1600,2 x 4GB,None,Green,13.75 ns,11
Pareema MD316D81611S2 16 GB,None,None,DDR3-1600,2 x 8GB,None,Green,13.75 ns,11
Pareema MD313D81609S1 8 GB,None,None,DDR3-1333,1 x 8GB,None,Green,13.503 ns,9
Pareema MD313D81609S2 16 GB,None,None,DDR3-1333,2 x 8GB,None,Green,13.503 ns,9
Pareema MD316C81611S1 4 GB,None,None,DDR3-1600,1 x 4GB,None,None,13.75 ns,11
Pareema MD316D81611S1 8 GB,None,None,DDR3-1600,1 x 8GB,None,Green,13.75 ns,11
Corsair ValueSelect 16 GB,None,None,DDR3-1600,2 x 8GB,None,Green,11.25 ns,9
Corsair ValueSelect 8 GB,None,None,DDR3-1600,1 x 8GB,None,Green,11.25 ns,9
Mushkin Blackline 8 GB,None,None,DDR3-1600,2 x 4GB,None,Green,11.25 ns,9
Corsair Vengeance Performance 16 GB,None,None,DDR3-1866,2 x 8GB,None,Black / Gold,10.718 ns,10
Wintec Value 8 GB,None,None,DDR3-1600,1 x 8GB,None,None,13.75 ns,11
Corsair CMSO8GX3M2A1600C11 8 GB,None,None,DDR3-1600,2 x 4GB,None,Green,11.25 ns,9
Corsair CMSO4GX3M1A1600C11 4 GB,None,$32.98,DDR3-1600,1 x 4GB,$8.245,Green,11.25 ns,9
Patriot Signature 4 GB,None,None,DDR3-1600,1 x 4GB,None,Black,13.75 ns,11
Kingston KVR16N11H/2 2 GB,None,None,DDR3-1600,1 x 2GB,None,Green,13.75 ns,11
Corsair CMSO4GX3M1B1333C9 4 GB,None,None,DDR3-1333,1 x 4GB,None,Black,13.503 ns,9
Patriot Signature 4 GB,None,None,DDR3-1333,1 x 4GB,None,Black,13.503 ns,9
Patriot Signature 8 GB,None,$38.09,DDR3-1333,1 x 8GB,$4.761,Black,13.503 ns,9
Patriot Viper 3 32 GB,None,None,DDR3-2133,4 x 8GB,None,Black / Red,10.314 ns,11
Patriot Viper 3 16 GB,None,None,DDR3-1866,4 x 4GB,None,Black / Red,9.646 ns,9
Corsair Dominator Platinum 8 GB,None,$147.80,DDR3-2666,2 x 4GB,$18.475,Black / Silver,8.252 ns,11
Corsair Dominator Platinum 16 GB,None,None,DDR3-2600,4 x 4GB,None,None,7.692 ns,10
Patriot Viper 3 8 GB,None,None,DDR3-1600,1 x 8GB,None,Black / Silver,11.25 ns,9
Corsair Vengeance LP 16 GB,None,None,DDR3-1866,4 x 4GB,None,Black / Blue,9.646 ns,9
Corsair Dominator Platinum 32 GB,5.0,None,DDR3-2133,4 x 8GB,None,Black / Silver,8.439 ns,9
Patriot Viper 3 16 GB,None,None,DDR3-1600,4 x 4GB,None,Black / Green,11.25 ns,9
Corsair Dominator 16 GB,5.0,None,DDR3-1866,2 x 8GB,None,Black / Blue,9.646 ns,9
Corsair Vengeance 16 GB,5.0,None,DDR3-1600,2 x 8GB,None,Black / Gold,11.25 ns,9
Corsair Vengeance 64 GB,None,None,DDR3-1866,8 x 8GB,None,Black / Yellow,9.646 ns,9
Corsair Vengeance 16 GB,4.5,None,DDR3-1600,2 x 8GB,None,None,11.25 ns,9
Kingston Predator 16 GB,None,None,DDR3-1866,2 x 8GB,None,Black / Blue,9.646 ns,9
Kingston Predator 32 GB,None,None,DDR3-1600,4 x 8GB,None,Black / Blue,11.25 ns,9
Kingston Predator 8 GB,None,None,DDR3-2133,2 x 4GB,None,Black / Blue,10.314 ns,11
G.Skill Ripjaws Z 32 GB,None,None,DDR3-1866,4 x 8GB,None,Black / Blue,9.646 ns,9
Kingston Predator 16 GB,None,None,DDR3-1866,4 x 4GB,None,Black / Blue,9.646 ns,9
Kingston Predator 8 GB,None,None,DDR3-1600,2 x 4GB,None,Black / Blue,11.25 ns,9
G.Skill Trident X 8 GB,None,None,DDR3-2666,2 x 4GB,None,None,7.502 ns,10
Kingston Blu Red 4 GB,None,None,DDR3-1600,2 x 2GB,None,Red / Silver,11.25 ns,9
G.Skill Trident X 16 GB,None,None,DDR3-2666,4 x 4GB,None,None,7.502 ns,10
Corsair XMS 8 GB,4.0,None,DDR3-1600,1 x 8GB,None,Black / White,13.75 ns,11
Kingston Blu 8 GB,None,None,DDR3-1333,1 x 8GB,None,Blue / Silver,13.503 ns,9
Crucial Ballistix Sport 8 GB,4.5,None,DDR3-1600,1 x 8GB,None,Black / Silver,11.25 ns,9
Kingston Predator 8 GB,None,None,DDR3-2666,2 x 4GB,None,Black / Blue,8.252 ns,11
Mushkin Blackline 8 GB,None,None,DDR3-2400,2 x 4GB,None,Black,9.167 ns,11
Mushkin Blackline 16 GB,None,None,DDR3-2400,4 x 4GB,None,Black,9.167 ns,11
Mushkin Blackline 8 GB,5.0,None,DDR3-2400,2 x 4GB,None,Black,9.167 ns,11
Mushkin Blackline 16 GB,None,None,DDR3-2400,4 x 4GB,None,Black,9.167 ns,11
Kingston KVR16N11H/4 4 GB,5.0,$21.99,DDR3-1600,1 x 4GB,$5.497,Green,13.75 ns,11
Corsair Dominator Platinum 16 GB,None,None,DDR3-2800,4 x 4GB,None,None,7.857 ns,11
Crucial Ballistix Sport 4 GB,4.5,None,DDR3-1600,1 x 4GB,None,Black / Silver,11.25 ns,9
G.Skill NS 8 GB,4.5,None,DDR3-1600,2 x 4GB,None,Black,13.75 ns,11
Kingston HyperX Beast 8 GB,5.0,None,DDR3-1866,2 x 4GB,None,Black,9.646 ns,9
G.Skill Trident X 8 GB,4.5,None,DDR3-2400,2 x 4GB,None,Black / Red,7.5 ns,9
Corsair Dominator Platinum 16 GB,None,None,DDR3-2400,4 x 4GB,None,Black / Silver,7.5 ns,9
Kingston HyperX Beast 16 GB,5.0,None,DDR3-2400,4 x 4GB,None,Black,9.167 ns,11
Kingston HyperX Beast 32 GB,None,None,DDR3-2133,4 x 8GB,None,Black,10.314 ns,11
Crucial Ballistix Elite 8 GB,None,None,DDR3-2133,2 x 4GB,None,None,8.439 ns,9
Kingston KHX16C9K8/64X 64 GB,None,None,DDR3-1600,8 x 8GB,None,Blue / Silver,11.25 ns,9
Kingston HyperX Beast 16 GB,None,None,DDR3-1866,2 x 8GB,None,Black,10.718 ns,10
Kingston HyperX Beast 32 GB,None,None,DDR3-1866,4 x 8GB,None,Black,10.718 ns,10
Kingston HyperX 16 GB,4.0,None,DDR3-1866,2 x 8GB,None,Gray / Silver,11.79 ns,11
Kingston HyperX Beast 16 GB,5.0,None,DDR3-2133,2 x 8GB,None,Black,10.314 ns,11
ADATA XPG Gaming Series v2.0 8 GB,None,None,DDR3-2400,2 x 4GB,None,None,8.333 ns,10
G.Skill Trident X 16 GB,None,None,DDR3-2800,4 x 4GB,None,Black / Red,7.857 ns,11
ADATA XPG Gaming Series v2.0 16 GB,None,None,DDR3-2400,2 x 8GB,None,Black / Green,9.167 ns,11
Kingston Black 8 GB,4.5,None,DDR3-1600,2 x 4GB,None,Black / Silver,11.25 ns,9
Kingston Black 2 GB,None,None,DDR3-1333,1 x 2GB,None,Blue / Silver,13.503 ns,9
GeIL EVO Leggara 32 GB,None,None,DDR3-1600,4 x 8GB,None,Black / Green,12.5 ns,10
Kingston Black 4 GB,None,None,DDR3-1333,1 x 4GB,None,Black / Silver,13.503 ns,9
Kingston Black 4 GB,None,None,DDR3-1333,2 x 2GB,None,Blue / Silver,13.503 ns,9
Kingston Black 2 GB,None,None,DDR3-1600,1 x 2GB,None,Blue / Silver,11.25 ns,9
Kingston Black 4 GB,4.5,None,DDR3-1600,1 x 4GB,None,Black / Silver,11.25 ns,9
Kingston XMP Black 4 GB,None,None,DDR3-1600,2 x 2GB,None,Black / Silver,11.25 ns,9
Kingston Black 4 GB,None,None,DDR3-1600,2 x 2GB,None,Blue / Silver,11.25 ns,9
Kingston Black 8 GB,5.0,None,DDR3-1333,2 x 4GB,None,None,13.503 ns,9
Kingston XMP 10th Anniversary 8 GB,None,None,DDR3-1866,2 x 4GB,None,Gray / Silver,9.646 ns,9
Kingston HyperX 10th Anniversary 4 GB,None,None,DDR3-1866,1 x 4GB,None,Gray / Silver,9.646 ns,9
Mushkin Redline 16 GB,None,None,DDR3-1600,2 x 8GB,None,Red,10 ns,8
Mushkin Redline 32 GB,None,None,DDR3-1600,4 x 8GB,None,Red,10 ns,8
Mushkin Redline 32 GB,None,None,DDR3-1600,4 x 8GB,None,Red,10 ns,8
Mushkin Redline 16 GB,5.0,None,DDR3-1866,2 x 8GB,None,Red,9.646 ns,9
Mushkin Redline 16 GB,5.0,None,DDR3-1866,2 x 8GB,None,Red,9.646 ns,9
Mushkin Redline 16 GB,None,None,DDR3-1600,2 x 8GB,None,Red,10 ns,8
Kingston XMP 10th Anniversary 16 GB,None,None,DDR3-2400,4 x 4GB,None,Gray / Silver,9.167 ns,11
Kingston XMP 10th Anniversary 16 GB,None,None,DDR3-2133,4 x 4GB,None,Gray / Silver,10.314 ns,11
Kingston XMP 10th Anniversary 16 GB,None,None,DDR3-1866,4 x 4GB,None,Gray / Silver,9.646 ns,9
Kingston HyperX 16 GB,4.0,None,DDR3-1600,2 x 8GB,None,Green / Silver,11.25 ns,9
GeIL EVO VELOCE 16 GB,None,None,DDR3-2133,2 x 8GB,None,Red / Silver,10.314 ns,11
G.Skill Trident X 8 GB,None,None,DDR3-2800,2 x 4GB,None,Black / Red,7.857 ns,11
GeIL EVO Leggara 16 GB,None,None,DDR3-2400,2 x 8GB,None,Black / Green,9.167 ns,11
Crucial Ballistix Sport 8 GB,4.0,$69.89,DDR3-1333,1 x 8GB,$8.736,Black / Silver,13.503 ns,9
AMD Performance Edition 8 GB,None,None,DDR3-1866,2 x 4GB,None,Black / Red,10.718 ns,10
AMD Entertainment Edition 8 GB,4.0,None,DDR3-1600,2 x 4GB,None,None,13.75 ns,11
Kingston LV XMP 10th Anniversary 16 GB,None,None,DDR3-1600,2 x 8GB,None,Gray / Silver,12.5 ns,10
Kingston XMP 10th Anniversary 16 GB,None,None,DDR3-1600,4 x 4GB,None,Gray / Silver,11.25 ns,9
Kingston XMP 10th Anniversary 16 GB,5.0,None,DDR3-1600,2 x 8GB,None,Gray / Silver,11.25 ns,9
Kingston HyperX 10th Anniversary 4 GB,None,None,DDR3-1600,1 x 4GB,None,Gray / Silver,11.25 ns,9
GeIL EVO VELOCE 16 GB,None,None,DDR3-1866,2 x 8GB,None,Red / Silver,10.718 ns,10
Mushkin Redline 32 GB,None,None,DDR3-1866,4 x 8GB,None,Red,9.646 ns,9
G.Skill Trident X 16 GB,5.0,None,DDR3-1866,2 x 8GB,None,Black / Red,8.574 ns,8
Corsair Dominator Platinum 16 GB,None,None,DDR3-2800,4 x 4GB,None,Black / Silver,8.571 ns,12
Crucial Ballistix Tactical Tracer 16 GB,4.5,None,DDR3-1600,2 x 8GB,None,None,10 ns,8
GeIL EVO VELOCE 32 GB,None,None,DDR3-2133,4 x 8GB,None,Red / Silver,10.314 ns,11
Kingston XMP 10th Anniversary 16 GB,5.0,None,DDR3-1600,4 x 4GB,None,Gray / Silver,11.25 ns,9
GeIL GS34GB1333C9SC 4 GB,None,None,DDR3-1333,1 x 4GB,None,Green,13.503 ns,9
Crucial CT2KIT51264BC160BDUP 8 GB,None,None,DDR3-1600,2 x 4GB,None,None,13.75 ns,11
AMD Entertainment Edition 16 GB,None,None,DDR3-1600,2 x 8GB,None,None,13.75 ns,11
Kingston KHX16LS9P1K2/16 16 GB,None,None,DDR3-1600,2 x 8GB,None,Gray / Silver,11.25 ns,9
Kingston HyperX 8 GB,None,None,DDR3-1600,2 x 4GB,None,Green / Silver,11.25 ns,9
Kingston HyperX T1 8 GB,5.0,None,DDR3-2000,2 x 4GB,None,Blue,9 ns,9
Kingston HyperX Beast 64 GB,None,None,DDR3-2133,8 x 8GB,None,Black,10.314 ns,11
Kingston HyperX 8 GB,None,None,DDR3-2133,2 x 4GB,None,Gray / Silver,11.252 ns,12
Mushkin Blackline 32 GB,None,None,DDR3-1600,4 x 8GB,None,Black,11.25 ns,9
Mushkin Blackline 16 GB,None,None,DDR3-1600,2 x 8GB,None,Black,11.25 ns,9
Mushkin Redline 32 GB,None,None,DDR3-1866,4 x 8GB,None,Red,9.646 ns,9
G.Skill Ripjaws X 16 GB,None,None,DDR3-2133,4 x 4GB,None,Black / Blue,9.376 ns,10
G.Skill Sniper 16 GB,None,None,DDR3-2133,4 x 4GB,None,Black / Red,9.376 ns,10
G.Skill Ares 16 GB,5.0,None,DDR3-2133,4 x 4GB,None,Black / Blue,9.376 ns,10
G.Skill Sniper 8 GB,4.5,None,DDR3-2133,2 x 4GB,None,Black / Red,9.376 ns,10
G.Skill Ares 8 GB,4.5,None,DDR3-2133,2 x 4GB,None,None,9.376 ns,10
GeIL EVO VELOCE 4 GB,None,None,DDR3-1333,1 x 4GB,None,Red / Silver,13.503 ns,9
GeIL EVO VELOCE 16 GB,None,None,DDR3-2400,2 x 8GB,None,Red / Silver,9.167 ns,11
G.Skill Ares 16 GB,5.0,None,DDR3-2400,4 x 4GB,None,Black / Blue,9.167 ns,11
Mushkin Stealth 16 GB,None,None,DDR3-1600,4 x 4GB,None,Black / Gold,11.25 ns,9
Mushkin Stealth 16 GB,None,None,DDR3-1600,4 x 4GB,None,Black / Gold,11.25 ns,9
Kingston HyperX Beast 64 GB,None,None,DDR3-1866,8 x 8GB,None,Black,10.718 ns,10
GeIL EVO VELOCE 8 GB,None,None,DDR3-1333,2 x 4GB,None,Red / Silver,13.503 ns,9
Mushkin Blackline 16 GB,None,None,DDR3-1600,2 x 8GB,None,Green,11.25 ns,9
Mushkin Stealth 8 GB,None,None,DDR3-1600,2 x 4GB,None,Black / Gold,10 ns,8
Mushkin Stealth 8 GB,4.0,None,DDR3-1600,2 x 4GB,None,Black / Gold,11.25 ns,9
Mushkin Stealth 8 GB,5.0,None,DDR3-1600,2 x 4GB,None,Black / Gold,11.25 ns,9
Mushkin Stealth 32 GB,5.0,None,DDR3-1600,4 x 8GB,None,Black / Gold,11.25 ns,9
Mushkin Stealth 32 GB,None,None,DDR3-1600,4 x 8GB,None,Black / Gold,11.25 ns,9
Mushkin Stealth 16 GB,None,None,DDR3-1600,4 x 4GB,None,Black / Gold,10 ns,8
PNY MN8192SD3-1600-X9 8 GB,None,None,DDR3-1600,1 x 8GB,None,Green,11.25 ns,9
Mushkin Stealth 12 GB,None,None,DDR3-1600,3 x 4GB,None,Black / Gold,10 ns,8
Patriot Viper 3 4 GB,5.0,None,DDR3-1600,1 x 4GB,None,Black / Blue,11.25 ns,9
Mushkin Stealth 16 GB,5.0,None,DDR3-1600,2 x 8GB,None,Black / Gold,11.25 ns,9
Mushkin Stealth 16 GB,None,None,DDR3-1600,2 x 8GB,None,Black / Gold,11.25 ns,9
Mushkin Stealth 12 GB,None,None,DDR3-1600,3 x 4GB,None,Black / Gold,11.25 ns,9
Mushkin Stealth 12 GB,None,None,DDR3-1600,3 x 4GB,None,Black / Gold,11.25 ns,9
Avexir MPower 16 GB,None,None,DDR3-2133,4 x 4GB,None,Black / Yellow,8.439 ns,9
Avexir Core 8 GB,4.0,None,DDR3-2133,2 x 4GB,None,Black / Silver,8.439 ns,9
Avexir Core 8 GB,None,None,DDR3-1866,2 x 4GB,None,Black / Silver,9.646 ns,9
Avexir Core 8 GB,4.5,None,DDR3-1600,2 x 4GB,None,Black / Blue,11.25 ns,9
Corsair Vengeance Pro 16 GB,4.5,None,DDR3-2133,2 x 8GB,None,Black / Red,10.314 ns,11
Corsair Vengeance Pro 32 GB,5.0,None,DDR3-1866,4 x 8GB,None,Black / Silver,9.646 ns,9
Corsair Vengeance Pro 8 GB,4.5,None,DDR3-1600,2 x 4GB,None,Black / Blue,11.25 ns,9
Corsair Vengeance Pro 8 GB,4.5,None,DDR3-2133,2 x 4GB,None,Black / Red,10.314 ns,11
Corsair Vengeance Pro 8 GB,4.5,None,DDR3-2133,2 x 4GB,None,Black / Red,8.439 ns,9
Kingston KVR16LS11/4 4 GB,None,$20.98,DDR3-1600,1 x 4GB,$5.245,Green,13.75 ns,11
Kingston M1G64KL110 8 GB,None,None,DDR3-1600,1 x 8GB,None,Green,13.75 ns,11
Kingston M51264KL110S 4 GB,None,None,DDR3-1600,1 x 4GB,None,Green,13.75 ns,11
Mushkin Redline 32 GB,None,None,DDR3-2133,4 x 8GB,None,None,8.439 ns,9
Mushkin Redline 32 GB,None,None,DDR3-2133,4 x 8GB,None,None,8.439 ns,9
Mushkin Redline 16 GB,None,None,DDR3-2133,2 x 8GB,None,None,8.439 ns,9
Mushkin Redline 16 GB,None,None,DDR3-2133,2 x 8GB,None,None,8.439 ns,9
PNY XLR8 16 GB,4.5,None,DDR3-1600,2 x 8GB,None,None,11.25 ns,9
PNY MN16384KD3-1600-X9 16 GB,None,None,DDR3-1600,2 x 8GB,None,None,11.25 ns,9
Patriot Signature Line 2 GB,None,None,DDR3-1333,1 x 2GB,None,Green,13.503 ns,9
ADATA XPG\xe2\x84\xa2 Gaming v2.0 8 GB,5.0,None,DDR3-2400,2 x 4GB,None,None,9.167 ns,11
Corsair Vengeance Pro 8 GB,4.0,None,DDR3-2133,2 x 4GB,None,Black / Silver,8.439 ns,9
G.Skill Trident X 8 GB,None,None,DDR3-2800,2 x 4GB,None,None,8.571 ns,12
Crucial Ballistix Sport XT 8 GB,4.5,None,DDR3-1600,2 x 4GB,None,None,11.25 ns,9
Crucial Ballistix Sport XT 4 GB,None,None,DDR3-1600,1 x 4GB,None,Black / Silver,11.25 ns,9
Crucial Ballistix Sport XT 16 GB,4.5,None,DDR3-1600,4 x 4GB,None,None,11.25 ns,9
Crucial Ballistix Sport XT 32 GB,None,None,DDR3-1600,4 x 8GB,None,Blue / Silver,11.25 ns,9
Crucial Ballistix Sport XT 32 GB,4.5,None,DDR3-1866,4 x 8GB,None,None,10.718 ns,10
G.Skill Trident X 32 GB,None,None,DDR3-2666,4 x 8GB,None,Black / Red,9.002 ns,12
Avexir Core 16 GB,None,None,DDR3-1600,4 x 4GB,None,Black / Yellow,11.25 ns,9
Mushkin Redline 32 GB,None,None,DDR3-2400,4 x 8GB,None,None,8.333 ns,10
Mushkin Redline 16 GB,5.0,None,DDR3-2400,2 x 8GB,None,None,8.333 ns,10
Avexir SODIMM 8 GB,None,None,DDR3-1333,1 x 8GB,None,Black / Green,13.503 ns,9
Avexir Apple Memory 16 GB,None,None,DDR3-1333,2 x 8GB,None,Black / Green,13.503 ns,9
Avexir Budget 8 GB,None,None,DDR3-1333,1 x 8GB,None,Black,13.503 ns,9
Avexir Core 8 GB,4.5,None,DDR3-1600,2 x 4GB,None,Black / White,11.25 ns,9
Avexir MPower 8 GB,None,None,DDR3-1600,2 x 4GB,None,Black / Yellow,11.25 ns,9
Avexir Standard 8 GB,None,None,DDR3-1600,2 x 4GB,None,Black / Silver,11.25 ns,9
Avexir Core 16 GB,5.0,None,DDR3-1600,4 x 4GB,None,Black / Blue,11.25 ns,9
Avexir Core 16 GB,None,None,DDR3-1600,4 x 4GB,None,Black / Red,11.25 ns,9
Avexir MPower 16 GB,None,None,DDR3-1600,4 x 4GB,None,Black / Yellow,11.25 ns,9
G.Skill Trident X 16 GB,None,None,DDR3-2800,2 x 8GB,None,Black / Red,8.571 ns,12
Avexir Core 16 GB,5.0,None,DDR3-1600,4 x 4GB,None,Black / White,11.25 ns,9
Corsair Vengeance Pro 16 GB,5.0,None,DDR3-1600,2 x 8GB,None,Black / Gold,11.25 ns,9
Crucial Ballistix Sport XT 8 GB,5.0,None,DDR3-1866,2 x 4GB,None,None,10.718 ns,10
Crucial Ballistix Sport XT 4 GB,4.5,None,DDR3-1866,1 x 4GB,None,Blue / Silver,10.718 ns,10
Crucial Ballistix Sport XT 16 GB,5.0,None,DDR3-1866,4 x 4GB,None,None,10.718 ns,10
Mushkin Blackline 32 GB,None,None,DDR3-2133,4 x 8GB,None,Black,9.376 ns,10
Mushkin Blackline 32 GB,None,None,DDR3-2133,4 x 8GB,None,Black,9.376 ns,10
Mushkin Blackline 16 GB,None,None,DDR3-2400,2 x 8GB,None,Black,9.167 ns,11
Mushkin Blackline 16 GB,5.0,None,DDR3-2400,2 x 8GB,None,Black,9.167 ns,11
Mushkin Blackline 16 GB,None,None,DDR3-2133,2 x 8GB,None,None,9.376 ns,10
Mushkin Blackline 16 GB,5.0,None,DDR3-2133,2 x 8GB,None,Black,9.376 ns,10
Mushkin Blackline 16 GB,None,None,DDR3-2133,2 x 8GB,None,Black,10.314 ns,11
Mushkin Blackline 32 GB,None,None,DDR3-2133,4 x 8GB,None,None,10.314 ns,11
Mushkin Blackline 32 GB,None,None,DDR3-2133,4 x 8GB,None,Black,10.314 ns,11
Mushkin Redline 16 GB,None,None,DDR3-2400,2 x 8GB,None,None,8.333 ns,10
Mushkin Blackline 16 GB,None,None,DDR3-2133,2 x 8GB,None,Black,10.314 ns,11
GeIL EVO Leggara 16 GB,None,None,DDR3-1866,4 x 4GB,None,Black / Green,9.646 ns,9
Mushkin Blackline 32 GB,None,None,DDR3-2400,4 x 8GB,None,Black,9.167 ns,11
Corsair CMSO8GX3M1B1333C9 8 GB,None,None,DDR3-1333,1 x 8GB,None,None,13.503 ns,9
ADATA XPG V2 8 GB,4.5,None,DDR3-1600,2 x 4GB,None,Black / Yellow,11.25 ns,9
ADATA XPG V2 8 GB,4.5,None,DDR3-1600,2 x 4GB,None,Black / Silver,11.25 ns,9
ADATA XPG V2 8 GB,None,None,DDR3-2400,2 x 4GB,None,Black / Yellow,9.167 ns,11
ADATA XPG V2 8 GB,None,None,DDR3-2400,2 x 4GB,None,Black / Silver,9.167 ns,11
ADATA XPG V2 8 GB,None,None,DDR3-2600,2 x 4GB,None,Black / Silver,8.462 ns,11
ADATA XPG V2 16 GB,None,None,DDR3-2600,2 x 8GB,None,Black / Yellow,8.462 ns,11
ADATA XPG V2 8 GB,None,None,DDR3-2800,2 x 4GB,None,Black / Silver,7.857 ns,11
ADATA XPG V2 16 GB,None,None,DDR3-2800,2 x 8GB,None,Black / Yellow,7.857 ns,11
GeIL GEV38GB1866C10DC 8 GB,None,None,DDR3-1866,2 x 4GB,None,Red / Silver,10.718 ns,10
Kingston KTL-TP3CL/4G 4 GB,None,$30.00,DDR3-1600,1 x 4GB,$7.500,None,13.75 ns,11
Kingston KTH-X3CL/4G 4 GB,None,$39.99,DDR3-1600,1 x 4GB,$9.998,None,13.75 ns,11
Kingston KTL-TP3CL/8G 8 GB,None,$34.95,DDR3-1600,1 x 8GB,$4.369,None,13.75 ns,11
Kingston KTT-S3CL/4G 4 GB,None,None,DDR3-1600,1 x 4GB,None,None,13.75 ns,11
Kingston KTT-S3CL/8G 8 GB,None,None,DDR3-1600,1 x 8GB,None,None,13.75 ns,11
AMD AE38G1609U1K 8 GB,4.0,None,DDR3-1600,2 x 4GB,None,None,11.25 ns,9
AMD AP38G1869U1K 8 GB,5.0,None,DDR3-1866,2 x 4GB,None,Black / Red,9.646 ns,9
Avexir Server 8 GB,None,None,DDR3-1333,1 x 8GB,None,Black / Green,13.503 ns,9
Avexir Apple Memory 8 GB,None,None,DDR3-1333,1 x 8GB,None,Green,13.503 ns,9
Avexir Platinum 8 GB,None,None,DDR3-1333,2 x 4GB,None,Black,13.503 ns,9
Avexir Green 8 GB,None,None,DDR3-1333,1 x 8GB,None,Black / Green,13.503 ns,9
Avexir Green 8 GB,None,None,DDR3-1600,2 x 4GB,None,Green,11.25 ns,9
Avexir Core 16 GB,None,None,DDR3-1600,4 x 4GB,None,Black / Orange,11.25 ns,9
Avexir Standard 16 GB,None,None,DDR3-1600,4 x 4GB,None,Black / Silver,11.25 ns,9
Avexir Core 16 GB,4.5,None,DDR3-1600,2 x 8GB,None,Black / Blue,12.5 ns,10
Avexir Core 24 GB,None,None,DDR3-1600,3 x 8GB,None,Black / Blue,12.5 ns,10
